,행정동명,일자,강수량,침수여부,펌프장최소거리,우수저류장최소거리,경사도(합계),경사도(평균),경사도(최소값),경사도(최대값),경사도(최대-최소),고도(평균값),고도(최소값),고도(최대값),고도(최대-최소)
79,명곡동,2012-09-19,0.0,0,5884.050606738819,,6030.339593,7.537924491,0.0344175957,24.38977814,24.35536054,55.025928,2.944926739,240.1917267,237.2467999
80,명곡동,2014-08-25,74.0,0,5884.050606738819,,6030.339593,7.537924491,0.0344175957,24.38977814,24.35536054,55.025928,2.944926739,240.1917267,237.2467999
81,명곡동,2016-10-05,91.8,0,5884.050606738819,9263.904907246006,6030.339593,7.537924491,0.0344175957,24.38977814,24.35536054,55.025928,2.944926739,240.1917267,237.2467999
82,명곡동,2019-10-02,46.0,0,5884.050606738819,2464.7847676736765,6030.339593,7.537924491,0.0344175957,24.38977814,24.35536054,55.025928,2.944926739,240.1917267,237.2467999
83,명곡동,2019-10-03,0.0,0,5884.050606738819,2464.7847676736765,6030.339593,7.537924491,0.0344175957,24.38977814,24.35536054,55.025928,2.944926739,240.1917267,237.2467999
84,문화동,2012-09-17,23.0,0,4720.876129491926,,2602.380279,9.036042637,0.0,32.7889328,32.7889328,94.91914523,0.0,481.068512,481.068512
85,문화동,2012-09-18,0.0,0,4720.876129491926,,2602.380279,9.036042637,0.0,32.7889328,32.7889328,94.91914523,0.0,481.068512,481.068512
86,문화동,2012-09-19,0.0,0,4720.876129491926,,2602.380279,9.036042637,0.0,32.7889328,32.7889328,94.91914523,0.0,481.068512,481.068512
87,문화동,2014-08-25,77.0,0,4720.876129491926,,2602.380279,9.036042637,0.0,32.7889328,32.7889328,94.91914523,0.0,481.068512,481.068512
88,문화동,2016-10-05,78.4,0,4720.876129491926,8363.970511281583,2602.380279,9.036042637,0.0,32.7889328,32.7889328,94.91914523,0.0,481.068512,481.068512
89,문화동,2019-10-02,73.3,0,4720.876129491926,1582.366275806274,2602.380279,9.036042637,0.0,32.7889328,32.7889328,94.91914523,0.0,481.068512,481.068512
90,문화동,2019-10-03,0.0,0,4720.876129491926,1582.366275806274,2602.380279,9.036042637,0.0,32.7889328,32.7889328,94.91914523,0.0,481.068512,481.068512
91,반송동,2012-09-17,35.0,0,6658.614567780847,,881.1706504,3.469175789,0.037014544,15.65355015,15.6165356,24.39133575,4.540642738,94.31134033,89.77069759
92,반송동,2012-09-18,0.0,0,6658.614567780847,,881.1706504,3.469175789,0.037014544,15.65355015,15.6165356,24.39133575,4.540642738,94.31134033,89.77069759
93,반송동,2012-09-19,0.0,0,6658.614567780847,,881.1706504,3.469175789,0.037014544,15.65355015,15.6165356,24.39133575,4.540642738,94.31134033,89.77069759
94,반송동,2014-08-25,69.0,0,6658.614567780847,,881.1706504,3.469175789,0.037014544,15.65355015,15.6165356,24.39133575,4.540642738,94.31134033,89.77069759
95,반송동,2016-10-05,96.9,0,6658.614567780847,10344.28730113981,881.1706504,3.469175789,0.037014544,15.65355015,15.6165356,24.39133575,4.540642738,94.31134033,89.77069759
96,반송동,2019-10-02,46.0,0,6658.614567780847,3864.936435372788,881.1706504,3.469175789,0.037014544,15.65355015,15.6165356,24.39133575,4.540642738,94.31134033,89.77069759
97,반송동,2019-10-03,0.0,0,6658.614567780847,3864.936435372788,881.1706504,3.469175789,0.037014544,15.65355015,15.6165356,24.39133575,4.540642738,94.31134033,89.77069759
98,병암동,2012-09-17,20.0,0,1945.3615146677496,,930.4962146,7.565009875,0.136278763,31.60636711,31.47008835,57.11619623,1.493467093,346.7323914,345.2389243
99,병암동,2012-09-18,0.0,0,1945.3615146677496,,930.4962146,7.565009875,0.136278763,31.60636711,31.47008835,57.11619623,1.493467093,346.7323914,345.2389243
100,병암동,2012-09-19,0.0,0,1945.3615146677496,,930.4962146,7.565009875,0.136278763,31.60636711,31.47008835,57.11619623,1.493467093,346.7323914,345.2389243
101,병암동,2014-08-25,49.0,0,1945.3615146677496,,930.4962146,7.565009875,0.136278763,31.60636711,31.47008835,57.11619623,1.493467093,346.7323914,345.2389243
102,병암동,2016-10-05,77.4,0,1945.3615146677496,5620.027428362134,930.4962146,7.565009875,0.136278763,31.60636711,31.47008835,57.11619623,1.493467093,346.7323914,345.2389243
103,병암동,2019-10-02,23.5,0,1945.3615146677496,1695.6174484078144,930.4962146,7.565009875,0.136278763,31.60636711,31.47008835,57.11619623,1.493467093,346.7323914,345.2389243
104,병암동,2019-10-03,0.0,0,1945.3615146677496,1695.6174484078144,930.4962146,7.565009875,0.136278763,31.60636711,31.47008835,57.11619623,1.493467093,346.7323914,345.2389243
105,봉림동,2012-09-17,35.0,0,11345.605166398946,,17801.07158,11.75764305,0.131269038,40.65014648,40.51887745,133.4512241,3.855075836,515.145813,511.2907372
106,봉림동,2012-09-18,0.0,0,11345.605166398946,,17801.07158,11.75764305,0.131269038,40.65014648,40.51887745,133.4512241,3.855075836,515.145813,511.2907372
107,봉림동,2012-09-19,0.0,0,11345.605166398946,,17801.07158,11.75764305,0.131269038,40.65014648,40.51887745,133.4512241,3.855075836,515.145813,511.2907372
108,봉림동,2014-08-25,69.0,0,11345.605166398946,,17801.07158,11.75764305,0.131269038,40.65014648,40.51887745,133.4512241,3.855075836,515.145813,511.2907372
109,봉림동,2016-10-05,96.9,0,11345.605166398946,14637.830237470302,17801.07158,11.75764305,0.131269038,40.65014648,40.51887745,133.4512241,3.855075836,515.145813,511.2907372
110,봉림동,2019-10-02,46.0,0,11345.605166398946,14637.830237470302,17801.07158,11.75764305,0.131269038,40.65014648,40.51887745,133.4512241,3.855075836,515.145813,511.2907372
111,봉림동,2019-10-03,0.0,0,11345.605166398946,14637.830237470302,17801.07158,11.75764305,0.131269038,40.65014648,40.51887745,133.4512241,3.855075836,515.145813,511.2907372
112,봉암동,2012-09-17,23.0,0,9378.799647488086,,9840.334158,12.34671789,0.00842536241,37.72087097,37.71244561,87.73101113,0.0,303.2374268,303.2374268
113,봉암동,2012-09-18,0.0,0,9378.799647488086,,9840.334158,12.34671789,0.00842536241,37.72087097,37.71244561,87.73101113,0.0,303.2374268,303.2374268
114,봉암동,2012-09-19,0.0,0,9378.799647488086,,9840.334158,12.34671789,0.00842536241,37.72087097,37.71244561,87.73101113,0.0,303.2374268,303.2374268
115,봉암동,2014-08-25,77.0,1,9378.799647488086,,9840.334158,12.34671789,0.00842536241,37.72087097,37.71244561,87.73101113,0.0,303.2374268,303.2374268
